dataset_key,entity_type,canonical_key,display_name,source_system,source_key,confidence,external_id,external_name,notes
assurarr-containment-type,containment_type,suspect_lot_segregation,Suspect Lot Segregation,stl_seed_catalog,assurarr-containment-type:suspect_lot_segregation,0.90,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Containment Type."
assurarr-containment-type,containment_type,reinspection,Reinspection,stl_seed_catalog,assurarr-containment-type:reinspection,0.90,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Containment Type."
assurarr-containment-type,containment_type,temporary_process_control,Temporary Process Control,stl_seed_catalog,assurarr-containment-type:temporary_process_control,0.90,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Containment Type."
assurarr-containment-type,containment_type,supplier_hold,Supplier Hold,stl_seed_catalog,assurarr-containment-type:supplier_hold,0.90,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Containment Type."
assurarr-containment-type,containment_type,customer_notification,Customer Notification,stl_seed_catalog,assurarr-containment-type:customer_notification,0.90,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Containment Type."
assurarr-containment-type,containment_type,recall_support,Recall Support,stl_seed_catalog,assurarr-containment-type:recall_support,0.90,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Containment Type."
assurarr-containment-type,containment_type,other,Other,stl_seed_catalog,assurarr-containment-type:other,0.90,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Containment Type."
assurarr-disposition-type,disposition_type,use_as_is,Use As Is,stl_seed_catalog,assurarr-disposition-type:use_as_is,0.92,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Disposition Type."
assurarr-disposition-type,disposition_type,rework,Rework,stl_seed_catalog,assurarr-disposition-type:rework,0.92,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Disposition Type."
assurarr-disposition-type,disposition_type,repair,Repair,stl_seed_catalog,assurarr-disposition-type:repair,0.92,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Disposition Type."
assurarr-disposition-type,disposition_type,scrap,Scrap,stl_seed_catalog,assurarr-disposition-type:scrap,0.92,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Disposition Type."
assurarr-disposition-type,disposition_type,return_to_supplier,Return To Supplier,stl_seed_catalog,assurarr-disposition-type:return_to_supplier,0.92,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Disposition Type."
assurarr-disposition-type,disposition_type,concession,Concession,stl_seed_catalog,assurarr-disposition-type:concession,0.92,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Disposition Type."
assurarr-disposition-type,disposition_type,downgrade,Downgrade,stl_seed_catalog,assurarr-disposition-type:downgrade,0.92,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Disposition Type."
assurarr-disposition-type,disposition_type,quarantine,Quarantine,stl_seed_catalog,assurarr-disposition-type:quarantine,0.92,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Disposition Type."
assurarr-disposition-type,disposition_type,release,Release,stl_seed_catalog,assurarr-disposition-type:release,0.92,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Disposition Type."
assurarr-disposition-type,disposition_type,other,Other,stl_seed_catalog,assurarr-disposition-type:other,0.92,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Disposition Type."
assurarr-finding-type,finding_type,nonconformance,Nonconformance,stl_seed_catalog,assurarr-finding-type:nonconformance,0.90,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Finding Type."
assurarr-finding-type,finding_type,observation,Observation,stl_seed_catalog,assurarr-finding-type:observation,0.90,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Finding Type."
assurarr-finding-type,finding_type,opportunity_for_improvement,Opportunity For Improvement,stl_seed_catalog,assurarr-finding-type:opportunity_for_improvement,0.90,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Finding Type."
assurarr-finding-type,finding_type,positive_practice,Positive Practice,stl_seed_catalog,assurarr-finding-type:positive_practice,0.90,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Finding Type."
assurarr-finding-type,finding_type,repeat_finding,Repeat Finding,stl_seed_catalog,assurarr-finding-type:repeat_finding,0.90,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Finding Type."
assurarr-finding-type,finding_type,systemic_issue,Systemic Issue,stl_seed_catalog,assurarr-finding-type:systemic_issue,0.90,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Finding Type."
assurarr-finding-type,finding_type,documentation_gap,Documentation Gap,stl_seed_catalog,assurarr-finding-type:documentation_gap,0.90,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Finding Type."
assurarr-finding-type,finding_type,training_gap,Training Gap,stl_seed_catalog,assurarr-finding-type:training_gap,0.90,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Finding Type."
assurarr-finding-type,finding_type,process_gap,Process Gap,stl_seed_catalog,assurarr-finding-type:process_gap,0.90,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Finding Type."
assurarr-finding-type,finding_type,other,Other,stl_seed_catalog,assurarr-finding-type:other,0.90,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Finding Type."
assurarr-hold-type,hold_type,quality_hold,Quality Hold,stl_seed_catalog,assurarr-hold-type:quality_hold,0.90,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Hold Type."
assurarr-hold-type,hold_type,compliance_hold,Compliance Hold,stl_seed_catalog,assurarr-hold-type:compliance_hold,0.90,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Hold Type."
assurarr-hold-type,hold_type,supplier_hold,Supplier Hold,stl_seed_catalog,assurarr-hold-type:supplier_hold,0.90,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Hold Type."
assurarr-hold-type,hold_type,customer_hold,Customer Hold,stl_seed_catalog,assurarr-hold-type:customer_hold,0.90,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Hold Type."
assurarr-hold-type,hold_type,safety_hold,Safety Hold,stl_seed_catalog,assurarr-hold-type:safety_hold,0.90,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Hold Type."
assurarr-hold-type,hold_type,documentation_hold,Documentation Hold,stl_seed_catalog,assurarr-hold-type:documentation_hold,0.90,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Hold Type."
assurarr-hold-type,hold_type,receiving_hold,Receiving Hold,stl_seed_catalog,assurarr-hold-type:receiving_hold,0.90,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Hold Type."
assurarr-hold-type,hold_type,quarantine_hold,Quarantine Hold,stl_seed_catalog,assurarr-hold-type:quarantine_hold,0.90,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Hold Type."
assurarr-hold-type,hold_type,inspection_hold,Inspection Hold,stl_seed_catalog,assurarr-hold-type:inspection_hold,0.90,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Hold Type."
assurarr-hold-type,hold_type,legal_hold,Legal Hold,stl_seed_catalog,assurarr-hold-type:legal_hold,0.90,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Hold Type."
assurarr-hold-type,hold_type,other,Other,stl_seed_catalog,assurarr-hold-type:other,0.90,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Hold Type."
assurarr-nonconformance-type,nonconformance_type,product_nonconformance,Product Nonconformance,stl_seed_catalog,assurarr-nonconformance-type:product_nonconformance,0.90,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Nonconformance Type."
assurarr-nonconformance-type,nonconformance_type,process_nonconformance,Process Nonconformance,stl_seed_catalog,assurarr-nonconformance-type:process_nonconformance,0.90,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Nonconformance Type."
assurarr-nonconformance-type,nonconformance_type,documentation_nonconformance,Documentation Nonconformance,stl_seed_catalog,assurarr-nonconformance-type:documentation_nonconformance,0.90,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Nonconformance Type."
assurarr-nonconformance-type,nonconformance_type,supplier_nonconformance,Supplier Nonconformance,stl_seed_catalog,assurarr-nonconformance-type:supplier_nonconformance,0.90,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Nonconformance Type."
assurarr-nonconformance-type,nonconformance_type,equipment_nonconformance,Equipment Nonconformance,stl_seed_catalog,assurarr-nonconformance-type:equipment_nonconformance,0.90,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Nonconformance Type."
assurarr-nonconformance-type,nonconformance_type,material_nonconformance,Material Nonconformance,stl_seed_catalog,assurarr-nonconformance-type:material_nonconformance,0.90,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Nonconformance Type."
assurarr-nonconformance-type,nonconformance_type,packaging_nonconformance,Packaging Nonconformance,stl_seed_catalog,assurarr-nonconformance-type:packaging_nonconformance,0.90,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Nonconformance Type."
assurarr-nonconformance-type,nonconformance_type,labeling_nonconformance,Labeling Nonconformance,stl_seed_catalog,assurarr-nonconformance-type:labeling_nonconformance,0.90,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Nonconformance Type."
assurarr-nonconformance-type,nonconformance_type,safety_nonconformance,Safety Nonconformance,stl_seed_catalog,assurarr-nonconformance-type:safety_nonconformance,0.90,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Nonconformance Type."
assurarr-nonconformance-type,nonconformance_type,other,Other,stl_seed_catalog,assurarr-nonconformance-type:other,0.90,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Nonconformance Type."
assurarr-release-status,release_status,pending_review,Pending Review,stl_seed_catalog,assurarr-release-status:pending_review,0.92,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Release Status."
assurarr-release-status,release_status,blocked,Blocked,stl_seed_catalog,assurarr-release-status:blocked,0.92,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Release Status."
assurarr-release-status,release_status,conditionally_released,Conditionally Released,stl_seed_catalog,assurarr-release-status:conditionally_released,0.92,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Release Status."
assurarr-release-status,release_status,released,Released,stl_seed_catalog,assurarr-release-status:released,0.92,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Release Status."
assurarr-release-status,release_status,released_with_deviation,Released With Deviation,stl_seed_catalog,assurarr-release-status:released_with_deviation,0.92,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Release Status."
assurarr-release-status,release_status,rejected,Rejected,stl_seed_catalog,assurarr-release-status:rejected,0.92,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Release Status."
assurarr-release-status,release_status,expired,Expired,stl_seed_catalog,assurarr-release-status:expired,0.92,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Release Status."
assurarr-release-status,release_status,canceled,Canceled,stl_seed_catalog,assurarr-release-status:canceled,0.92,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Release Status."
assurarr-severity-level,severity_level,critical,Critical,stl_seed_catalog,assurarr-severity-level:critical,0.95,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Severity Level."
assurarr-severity-level,severity_level,high,High,stl_seed_catalog,assurarr-severity-level:high,0.95,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Severity Level."
assurarr-severity-level,severity_level,medium,Medium,stl_seed_catalog,assurarr-severity-level:medium,0.95,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Severity Level."
assurarr-severity-level,severity_level,low,Low,stl_seed_catalog,assurarr-severity-level:low,0.95,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Severity Level."
assurarr-severity-level,severity_level,informational,Informational,stl_seed_catalog,assurarr-severity-level:informational,0.95,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Severity Level."
assurarr-supplier-quality-issue-type,supplier_quality_issue_type,late_delivery,Late Delivery,stl_seed_catalog,assurarr-supplier-quality-issue-type:late_delivery,0.88,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Supplier Quality Issue Type."
assurarr-supplier-quality-issue-type,supplier_quality_issue_type,wrong_part,Wrong Part,stl_seed_catalog,assurarr-supplier-quality-issue-type:wrong_part,0.88,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Supplier Quality Issue Type."
assurarr-supplier-quality-issue-type,supplier_quality_issue_type,damaged_material,Damaged Material,stl_seed_catalog,assurarr-supplier-quality-issue-type:damaged_material,0.88,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Supplier Quality Issue Type."
assurarr-supplier-quality-issue-type,supplier_quality_issue_type,missing_certification,Missing Certification,stl_seed_catalog,assurarr-supplier-quality-issue-type:missing_certification,0.88,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Supplier Quality Issue Type."
assurarr-supplier-quality-issue-type,supplier_quality_issue_type,failed_inspection,Failed Inspection,stl_seed_catalog,assurarr-supplier-quality-issue-type:failed_inspection,0.88,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Supplier Quality Issue Type."
assurarr-supplier-quality-issue-type,supplier_quality_issue_type,lot_traceability_gap,Lot Traceability Gap,stl_seed_catalog,assurarr-supplier-quality-issue-type:lot_traceability_gap,0.88,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Supplier Quality Issue Type."
assurarr-supplier-quality-issue-type,supplier_quality_issue_type,packaging_issue,Packaging Issue,stl_seed_catalog,assurarr-supplier-quality-issue-type:packaging_issue,0.88,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=AssurArr; Dataset=Supplier Quality Issue Type."
