product_key,product,workflow_id,workflow,class,state,trigger,rollout_stage,rollout_stage_title,rollout_lane,release_note,source_file,source_line
compliancecore,Compliance Core,CC-WF-007,Request and enforce an operational workflow gate,CURRENT · UNDERSERVED,Durable,"An owning product reaches a configured decision point such as dispatch, assignment, release, receipt, shipment, approval, payment, or return to service.",R2,Compliance Core runtime baseline,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/compliancecore/WORKFLOWS.md,29
compliancecore,Compliance Core,CC-WF-008,Manage a finding through verified closure,CURRENT · COMMON,Durable,"Evaluation, audit, assessment, control test, incident, complaint, external notice, or reviewer opens a finding.",R2,Compliance Core runtime baseline,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/compliancecore/WORKFLOWS.md,30
compliancecore,Compliance Core,CC-WF-009,"Request, approve, monitor, and expire an exception",CURRENT · COMMON,Durable,A user cannot meet a requirement or a rule explicitly permits an exception/exemption/waiver.,R2,Compliance Core runtime baseline,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/compliancecore/WORKFLOWS.md,31
compliancecore,Compliance Core,CC-WF-010,Assess a regulatory change and drive adoption,CURRENT · DEMOCRATIZE,Durable,"A monitored source publishes, amends, delays, interprets, or rescinds a requirement.",R2,Compliance Core runtime baseline,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/compliancecore/WORKFLOWS.md,32
compliancecore,Compliance Core,CC-WF-011,Plan and execute a control test or assessment,COMMON · DEMOCRATIZE,Target,"An assessment calendar, audit plan, change, incident, risk threshold, or continuous-monitoring signal triggers testing.",R2,Compliance Core runtime baseline,Complete expected category workflow after MVP proof,Implement behind owner APIs/events before release,products/compliancecore/WORKFLOWS.md,33
compliancecore,Compliance Core,CC-WF-012,Score risk and choose treatment,CURRENT · COMMON,Durable,"A risk is identified or reassessment is due after change, incident, finding, control result, or schedule.",R2,Compliance Core runtime baseline,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/compliancecore/WORKFLOWS.md,34
compliancecore,Compliance Core,CC-WF-013,Forecast compliance readiness,CURRENT · DEMOCRATIZE,Durable,Scheduled analytics or relevant product/rule/evidence change updates the forecast horizon.,R2,Compliance Core runtime baseline,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/compliancecore/WORKFLOWS.md,35
compliancecore,Compliance Core,CC-WF-014,Evaluate a theoretical situation before change,CURRENT · UNDERSERVED · DEMOCRATIZE,Durable,"A user proposes a new site, operation, asset, material, role, route, supplier, customer service, order flow, document, or financial structure.",R2,Compliance Core runtime baseline,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/compliancecore/WORKFLOWS.md,36
compliancecore,Compliance Core,CC-WF-015,Manage SDS and hazard communication applicability,CURRENT · COMMON,Durable,"A material/product is introduced or changed, an SDS is uploaded/updated/expired, or a location/activity inventory changes.",R2,Compliance Core runtime baseline,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/compliancecore/WORKFLOWS.md,37
compliancecore,Compliance Core,CC-WF-016,Build and deliver an audit package,CURRENT · COMMON,Durable,"An internal/external audit, regulator request, customer assurance review, certification, or management review requires delivery.",R2,Compliance Core runtime baseline,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/compliancecore/WORKFLOWS.md,38
compliancecore,Compliance Core,CC-WF-017,Handle a Compliance Core service degradation,FOUNDATION,Target,"Health monitoring, timeout, content defect, dependency outage, or repeated evaluation failure detects degradation.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained advanced workflow backlog after core vertical proof,Implement behind owner APIs/events before release,products/compliancecore/WORKFLOWS.md,39
customarr,CustomArr,CU-WF-001,"Lead capture, dedupe, routing, and acknowledgement",CURRENT · COMMON,Durable,"A web form, portal, integration, import, referral, email, or user creates a lead.",R7A,Customer master baseline,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/customarr/WORKFLOWS.md,24
customarr,CustomArr,CU-WF-002,Lead qualification and conversion,CURRENT · COMMON,Durable,A lead owner begins qualification.,R7A,Customer master baseline,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/customarr/WORKFLOWS.md,25
customarr,CustomArr,CU-WF-003,"Create customer account, hierarchy, contacts, and locations",CURRENT · COMMON,Durable,"A lead converts, an order/import requires a customer, or an authorized user creates one.",R7A,Customer master baseline,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/customarr/WORKFLOWS.md,26
customarr,CustomArr,CU-WF-004,"Opportunity pipeline, stage validation, and forecast",CURRENT · COMMON,Durable,A qualified lead/customer need becomes an opportunity.,R7A,Customer master baseline,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/customarr/WORKFLOWS.md,27
customarr,CustomArr,CU-WF-005,"Proposal, approval, agreement, and order handoff",CURRENT · COMMON,Partial,An opportunity is ready for a formal proposal or agreement.,R7A,Customer master baseline,Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/customarr/WORKFLOWS.md,28
customarr,CustomArr,CU-WF-006,Customer requirements and preference change,CURRENT · UNDERSERVED,Durable,A customer/internal user submits or discovers a new/changed requirement.,R7A,Customer master baseline,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/customarr/WORKFLOWS.md,29
customarr,CustomArr,CU-WF-007,Customer onboarding and mutual action plan,CURRENT · UNDERSERVED,Durable,A customer agreement/order requires onboarding or a relationship is approved for activation.,R7A,Customer master baseline,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/customarr/WORKFLOWS.md,30
customarr,CustomArr,CU-WF-008,Customer portal invitation and access administration,CURRENT · COMMON,Durable,An authorized internal user invites a customer contact or contact requests access.,R7A,Customer master baseline,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/customarr/WORKFLOWS.md,31
customarr,CustomArr,CU-WF-009,"Customer case intake, SLA, escalation, and resolution",CURRENT · COMMON,Durable,"Customer or employee creates a case from portal, email, phone, form, or linked operational event.",R7A,Customer master baseline,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/customarr/WORKFLOWS.md,32
customarr,CustomArr,CU-WF-010,Customer complaint to quality and corrective action,CURRENT · UNDERSERVED,Partial,A case is classified as a potential quality complaint.,R7A,Customer master baseline,Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/customarr/WORKFLOWS.md,33
customarr,CustomArr,CU-WF-011,"Customer health review, success plan, and churn risk",CURRENT · COMMON,Durable,A scheduled review occurs or health signals change materially.,R7A,Customer master baseline,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/customarr/WORKFLOWS.md,34
customarr,CustomArr,CU-WF-012,"Renewal, expansion, contraction, or termination",COMMON · UNDERSERVED,Partial,Agreement/commitment enters a renewal window or customer requests change/termination.,R7A,Customer master baseline,Complete expected category workflow after MVP proof,Requires R0 truth hardening before production reliance,products/customarr/WORKFLOWS.md,35
customarr,CustomArr,CU-WF-013,Customer duplicate review and merge,CURRENT · COMMON,Durable,"Import, create, integration, or scheduled matching identifies candidates.",R7A,Customer master baseline,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/customarr/WORKFLOWS.md,36
customarr,CustomArr,CU-WF-014,"Customer import with mapping, validation, and rollback",CURRENT · COMMON,Durable,An authorized user uploads customer/contact/pipeline data or runs an integration migration.,R7A,Customer master baseline,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/customarr/WORKFLOWS.md,37
customarr,CustomArr,CU-WF-015,Field visit and offline account update,UNDERSERVED,Target,A field user opens an assigned visit/task or loses connectivity at a customer site.,R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained advanced workflow backlog after core vertical proof,Implement behind owner APIs/events before release,products/customarr/WORKFLOWS.md,38
customarr,CustomArr,CU-WF-016,Customer audit/data-room package,UNDERSERVED · DEMOCRATIZE,Target,"An authorized user or customer requests an onboarding, contract, service, audit, or data-room package.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained advanced workflow backlog after core vertical proof,Implement behind owner APIs/events before release,products/customarr/WORKFLOWS.md,39
fieldcompanion,Field Companion,FC-WF-001,Launch Field Companion and establish a secure session,CURRENT · FOUNDATION,Partial,"User opens the PWA/web app, follows a product deep link, or taps a notification.",R9,Field Companion mobile execution,Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/fieldcompanion/WORKFLOWS.md,23
fieldcompanion,Field Companion,FC-WF-002,Discover and accept mobile work,CURRENT · COMMON,Partial,"User opens My Work/Inbox, receives a notification, scans context, or work is assigned/available.",R9,Field Companion mobile execution,Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/fieldcompanion/WORKFLOWS.md,24
fieldcompanion,Field Companion,FC-WF-003,Scan a code and resolve context,CURRENT · COMMON,Partial,User opens Scan or a workflow requests a scan step.,R9,Field Companion mobile execution,Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/fieldcompanion/WORKFLOWS.md,25
fieldcompanion,Field Companion,FC-WF-004,Capture and submit field evidence,CURRENT · COMMON,Partial,"A product workflow requires or permits photo, video, audio, file, signature, note, measurement, or document evidence.",R9,Field Companion mobile execution,Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/fieldcompanion/WORKFLOWS.md,26
fieldcompanion,Field Companion,FC-WF-005,Execute an offline-safe action and synchronize,CURRENT · UNDERSERVED,Partial,User downloads eligible work or connectivity drops during an explicitly offline-capable task.,R9,Field Companion mobile execution,Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/fieldcompanion/WORKFLOWS.md,27
fieldcompanion,Field Companion,FC-WF-006,Resolve a mobile synchronization conflict,UNDERSERVED · FOUNDATION,Partial,The owning product rejects an offline/queued action because the source record or authorization changed.,R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained advanced workflow backlog after core vertical proof,Requires R0 truth hardening before production reliance,products/fieldcompanion/WORKFLOWS.md,28
fieldcompanion,Field Companion,FC-WF-007,Open a push notification and complete its action,CURRENT · COMMON,Partial,NexArr/product notification service sends an event to a registered push subscription.,R9,Field Companion mobile execution,Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/fieldcompanion/WORKFLOWS.md,29
fieldcompanion,Field Companion,FC-WF-008,Clock in/out or record labor from mobile,CURRENT · COMMON,Partial,"User starts/ends shift, break, travel, task labor, or corrects a missed event through the Clock surface.",R9,Field Companion mobile execution,Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/fieldcompanion/WORKFLOWS.md,30
fieldcompanion,Field Companion,FC-WF-009,"Report an issue, incident, defect, or observation",CURRENT · UNDERSERVED,Partial,"User taps Report, scans context, or an active task offers a report action.",R9,Field Companion mobile execution,Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/fieldcompanion/WORKFLOWS.md,31
fieldcompanion,Field Companion,FC-WF-010,"Complete a mobile form, checklist, or attestation",COMMON · FOUNDATION,Target,Owning product assigns a form/checklist/inspection/assessment/attestation step.,R9,Field Companion mobile execution,Complete expected category workflow after MVP proof,Implement behind owner APIs/events before release,products/fieldcompanion/WORKFLOWS.md,32
fieldcompanion,Field Companion,FC-WF-011,Collect a signature or acknowledgement,COMMON · UNDERSERVED,Partial,"A product workflow requests a receipt, inspection, delivery, training, policy, quality, customer, supplier, maintenance, or other acknowledgement/signature.",R9,Field Companion mobile execution,Complete expected category workflow after MVP proof,Requires R0 truth hardening before production reliance,products/fieldcompanion/WORKFLOWS.md,33
fieldcompanion,Field Companion,FC-WF-012,Use a one-time external capture link,UNDERSERVED,Target,"An authorized product user requests a customer, supplier, applicant, witness, consignee, auditor, or other external party action.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained advanced workflow backlog after core vertical proof,Implement behind owner APIs/events before release,products/fieldcompanion/WORKFLOWS.md,34
fieldcompanion,Field Companion,FC-WF-013,Apply app-protection policy and selective wipe,DEMOCRATIZE · FOUNDATION,Partial,"User signs in, policy changes, risk signal arrives, membership ends, device is lost, or administrator issues a wipe/revoke command.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained advanced workflow backlog after core vertical proof,Requires R0 truth hardening before production reliance,products/fieldcompanion/WORKFLOWS.md,35
fieldcompanion,Field Companion,FC-WF-014,Operate on a shared or kiosk device,COMMON · DEMOCRATIZE,Partial,"A user begins or ends a session on a shared warehouse, shop, vehicle, counter, or kiosk device.",R9,Field Companion mobile execution,Complete expected category workflow after MVP proof,Requires R0 truth hardening before production reliance,products/fieldcompanion/WORKFLOWS.md,36
fieldcompanion,Field Companion,FC-WF-015,Register notification and device capabilities,CURRENT · COMMON,Partial,"User opens profile/settings, grants/revokes a browser permission, updates app/browser, or push token changes.",R9,Field Companion mobile execution,Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/fieldcompanion/WORKFLOWS.md,37
fieldcompanion,Field Companion,FC-WF-016,Update app schema and remote configuration safely,COMMON · DEMOCRATIZE,Partial,A new app/service-worker/schema/feature version is deployed or an urgent kill switch/config change is needed.,R9,Field Companion mobile execution,Complete expected category workflow after MVP proof,Requires R0 truth hardening before production reliance,products/fieldcompanion/WORKFLOWS.md,38
fieldcompanion,Field Companion,FC-WF-017,Handle emergency or degraded mobile operation,FOUNDATION,Partial,Health/capability checks or an attempted action detects a material outage or failure.,R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained advanced workflow backlog after core vertical proof,Requires R0 truth hardening before production reliance,products/fieldcompanion/WORKFLOWS.md,39
ledgarr,LedgArr,LE-WF-001,"Configure legal entity, books, calendar, currency, and chart of accounts",CURRENT · COMMON,Durable,A tenant creates a finance profile or adds/reorganizes an entity.,R11,LedgArr bridge-first finance,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/ledgarr/WORKFLOWS.md,23
ledgarr,LedgArr,LE-WF-002,"Ingest, validate, map, approve, and post a financial packet",CURRENT · UNDERSERVED,Durable,"OrdArr, SupplyArr, LoadArr, RoutArr, MaintainArr, StaffArr/payroll, or an integration emits a finance packet.",R11,LedgArr bridge-first finance,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/ledgarr/WORKFLOWS.md,24
ledgarr,LedgArr,LE-WF-003,Manual or recurring journal entry,CURRENT · COMMON,Durable,Authorized finance user creates a manual/recurring/accrual/reclass journal.,R11,LedgArr bridge-first finance,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/ledgarr/WORKFLOWS.md,25
ledgarr,LedgArr,LE-WF-004,"Supplier bill intake, match, approval, and posting",CURRENT · COMMON,Durable,Invoice arrives by portal/email/import/API or finance user enters a bill.,R11,LedgArr bridge-first finance,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/ledgarr/WORKFLOWS.md,26
ledgarr,LedgArr,LE-WF-005,"Payment proposal, approval, execution, and reconciliation",CURRENT · COMMON,Partial,AP creates a payment run or due obligations meet scheduled criteria.,R11,LedgArr bridge-first finance,Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/ledgarr/WORKFLOWS.md,27
ledgarr,LedgArr,LE-WF-006,"Customer invoice, delivery, and accounts receivable",CURRENT · COMMON,Durable,OrdArr or another authorized source sends an invoice-ready packet or finance creates an approved billing event.,R11,LedgArr bridge-first finance,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/ledgarr/WORKFLOWS.md,28
ledgarr,LedgArr,LE-WF-007,Customer payment intake and cash application,CURRENT · COMMON,Durable,"Bank feed, payment provider, lockbox/import, or finance user records a customer payment.",R11,LedgArr bridge-first finance,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/ledgarr/WORKFLOWS.md,29
ledgarr,LedgArr,LE-WF-008,"Collections, dispute, promise-to-pay, and write-off",CURRENT · COMMON,Durable,"Invoice ages past policy, customer disputes, or collector opens an account.",R11,LedgArr bridge-first finance,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/ledgarr/WORKFLOWS.md,30
ledgarr,LedgArr,LE-WF-009,Bank transaction import and reconciliation,CURRENT · COMMON,Durable,Bank feed/file/API import arrives or reconciliation period begins.,R11,LedgArr bridge-first finance,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/ledgarr/WORKFLOWS.md,31
ledgarr,LedgArr,LE-WF-010,"Inventory valuation, COGS, and quantity-to-value reconciliation",CURRENT · COMMON,Durable,LoadArr movement/period event or cost update requires valuation.,R11,LedgArr bridge-first finance,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/ledgarr/WORKFLOWS.md,32
ledgarr,LedgArr,LE-WF-011,Landed cost allocation,CURRENT · COMMON,Durable,A freight/vendor/customs bill or shipment completion provides landed-cost facts.,R11,LedgArr bridge-first finance,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/ledgarr/WORKFLOWS.md,33
ledgarr,LedgArr,LE-WF-012,"Fixed asset capitalize, depreciate, transfer, impair, and dispose",CURRENT · COMMON,Durable,Approved capital purchase/project completion or finance event creates/changes a fixed asset.,R11,LedgArr bridge-first finance,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/ledgarr/WORKFLOWS.md,34
ledgarr,LedgArr,LE-WF-013,"Project/job budget, cost collection, and profitability",CURRENT · COMMON,Durable,Authorized user creates a project/job or operational packets reference one.,R11,LedgArr bridge-first finance,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/ledgarr/WORKFLOWS.md,35
ledgarr,LedgArr,LE-WF-014,"Period close, reconciliation, consolidation, and reopen",CURRENT · COMMON,Durable,Close calendar opens or controller starts a close.,R11,LedgArr bridge-first finance,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/ledgarr/WORKFLOWS.md,36
ledgarr,LedgArr,LE-WF-015,"Intercompany transaction, matching, settlement, and elimination",CURRENT · DEMOCRATIZE,Durable,A source packet or finance user identifies an intercompany transaction.,R11,LedgArr bridge-first finance,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/ledgarr/WORKFLOWS.md,37
ledgarr,LedgArr,LE-WF-016,Payroll financial packet and journal reconciliation,CURRENT · COMMON,Durable,External payroll or StaffArr-approved export produces a payroll result packet.,R11,LedgArr bridge-first finance,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/ledgarr/WORKFLOWS.md,38
ledgarr,LedgArr,LE-WF-017,"Budget creation, revision, commitment control, and forecast",CURRENT · DEMOCRATIZE,Partial,Finance starts a budget cycle or owner requests a revision.,R11,LedgArr bridge-first finance,Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/ledgarr/WORKFLOWS.md,39
ledgarr,LedgArr,LE-WF-018,"Tax calculation, exemption, reporting, and filing package",CURRENT · COMMON,Partial,Invoice/bill/order/asset transaction requires tax or period reporting begins.,R11,LedgArr bridge-first finance,Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/ledgarr/WORKFLOWS.md,40
ledgarr,LedgArr,LE-WF-019,"External ERP/GL bridge, coexistence, and migration",CURRENT · COMMON,Durable,A scheduled/manual sync or migration run starts.,R11,LedgArr bridge-first finance,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/ledgarr/WORKFLOWS.md,41
ledgarr,LedgArr,LE-WF-020,Financial audit package and source-to-ledger trace,CURRENT · COMMON,Durable,"Auditor/controller selects entity, account, period, transaction, control, or source scope.",R11,LedgArr bridge-first finance,Harden represented workflow in product entry release,"Verify state path, tests, evidence, and UI failure states",products/ledgarr/WORKFLOWS.md,42
loadarr,LoadArr,LO-WF-001,Initialize warehouse profile and map StaffArr locations,CURRENT · COMMON,Partial,A tenant enables a warehouse/site or adds operational areas.,R5,"Procure, receive, put away, reserve, and issue",Harden represented workflow in product entry release,Requires R0 truth hardening before production reliance,products/loadarr/WORKFLOWS.md,25
loadarr,LoadArr,LO-WF-002,PO/ASN to expected receipt,COMMON,Partial,"SupplyArr issues/changes a PO or ASN/shipment intent arrives, with auth-backed expected-receipt queue coverage in place.",R5,"Procure, receive, put away, reserve, and issue",Complete expected category workflow after MVP proof,Requires R0 truth hardening before production reliance,products/loadarr/WORKFLOWS.md,26
loadarr,LoadArr,LO-WF-003,Dock check-in and receiving,COMMON · UNDERSERVED,Partial,Inbound shipment arrives or receiver starts an ad hoc receipt.,R5,"Procure, receive, put away, reserve, and issue",Complete expected category workflow after MVP proof,Requires R0 truth hardening before production reliance,products/loadarr/WORKFLOWS.md,27
loadarr,LoadArr,LO-WF-004,Receipt discrepancy and quality hold,COMMON · UNDERSERVED,Partial,"Receiving finds damage, mismatch, unknown item, missing evidence, or policy exception.",R5,"Procure, receive, put away, reserve, and issue",Complete expected category workflow after MVP proof,Requires R0 truth hardening before production reliance,products/loadarr/WORKFLOWS.md,28
loadarr,LoadArr,LO-WF-005,Directed putaway,COMMON,Partial,"Accepted inventory is ready for putaway, with auth-backed putaway queue coverage in place.",R5,"Procure, receive, put away, reserve, and issue",Complete expected category workflow after MVP proof,Requires R0 truth hardening before production reliance,products/loadarr/WORKFLOWS.md,29
loadarr,LoadArr,LO-WF-006,Demand reservation and allocation,COMMON,Partial,"OrdArr, MaintainArr, TrainArr, RoutArr, or StaffArr submits material demand, with auth-backed reservation queue coverage in place.",R5,"Procure, receive, put away, reserve, and issue",Complete expected category workflow after MVP proof,Requires R0 truth hardening before production reliance,products/loadarr/WORKFLOWS.md,30
